2026-01-21 00:04:37.225 [34mINFO [0;39m [] [main] c.bharatshop.BharatshopApplication - Starting BharatshopApplication using Java 17.0.12 with PID 64156 (C:\Users\Adarsh\Downloads\bharatshop-backend\target\bharatshop-backend-0.0.1-SNAPSHOT.jar started by Adarsh in C:\Users\Adarsh\Downloads\bharatshop-backend)
2026-01-21 20:11:02.084 [34mINFO [0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] c.b.config.TenantInterceptor - tenant-context: tenant=tenantA method=GET path=/api/storefront/stores
2026-01-21 20:11:02.086 [34mINFO [0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] c.b.web.CustomerStorefrontController - Customer storefront: list stores tenant=tenantA userId=null search=null category=null
2026-01-21 20:11:02.089 [34mINFO [0;39m [dfebe4e4-7b32-481d-ad96-7e4610690d3b] [http-nio-8080-exec-5] c.b.config.TenantInterceptor - tenant-context: tenant=tenantA method=GET path=/api/storefront/categories
2026-01-21 20:11:02.090 [34mINFO [0;39m [dfebe4e4-7b32-481d-ad96-7e4610690d3b] [http-nio-8080-exec-5] c.b.web.CustomerStorefrontController - Customer storefront: list categories tenant=tenantA userId=null
2026-01-21 20:11:02.108 [34mINFO [0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] c.b.logging.RepositoryLoggingAspect - [REPO_CALL] table=stores tenant=tenantA ids=[0292f24b-55db-4522-99f9-43dbbb245246, 0a31f491-0902-4171-873b-f9895b87ca9f, 0b9b291e-a552-4561-a931-864ca0eaedbd, 0db8e061-88b3-4347-9296-81f4fbd76a75, 1226dfbd-91a6-4b45-b392-f4c3f9a1dc28, 1a1b322a-ce44-40b1-88ea-2824396a7a79, 1cc5429f-ea1c-44a8-8823-a4028ba0abab, 24ab445b-351b-441e-b886-7e6b905c269b, 2bd87494-97ef-4670-bd15-1c8edc536f30, 33b16e50-5c33-4fc8-b546-8c796895cf49, 388bcc94-5e39-46bf-aaf2-4e3fcff6bf88, 3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a, 46d84fa8-6153-4a40-8fe2-bcc31c67ebf0, 576fa9b1-08a4-42ee-9085-f7824c0a5ab2, 63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683, 68a008cd-6b10-4e48-b036-e3d752230378, 6ea7274b-5a33-4085-9a5a-b330ae666b49, 73eb4dbc-b400-4220-95b5-76fecdc03d79, 7bcf0556-b5ba-4df8-9196-1d24f45488c0, 7c626af0-9464-4de1-9c3c-e940807fbe76, 871a0bfe-570b-44ed-b7c4-ef60b2d18cf1, 87a84161-6c82-4ca5-a8f7-5b466d179ef0, 90e791d5-27d3-4330-b834-48510b7dea41, 928bb134-16cf-4cb3-bc8e-cd70332ab789, 9a0c37d7-50b9-462e-a551-dcdd782d8a5f, 9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f, 9d6418ad-35b6-4d3b-b8b4-3d480954db28, a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b, a4de947c-3059-448e-ab5f-3d6d148f193b, ab14eaea-2b0c-42fb-86ac-bfb2913095f0, aee5f433-686e-45bb-be6b-2160a9267cb2, b485290f-bc7c-4752-af1b-99edf8480ee6, b585adf9-d1e7-41be-ba0f-179581c84259, c912f8c0-40c6-4961-9251-a3330a288157, ce9a05aa-7780-4da8-a071-1039ff4b1e4f, cf88b9ed-cc07-4a33-b099-5e4f9bd217a7, de7ec43b-f843-45ab-bb22-c92531b9d7c7, ee9d384e-62ad-4629-95ca-dac08774fe42, storeA]
2026-01-21 20:11:02.110 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0292f24b-55db-4522-99f9-43dbbb245246 source=DB
2026-01-21 20:11:02.111 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0a31f491-0902-4171-873b-f9895b87ca9f source=DB
2026-01-21 20:11:02.111 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0b9b291e-a552-4561-a931-864ca0eaedbd source=DB
2026-01-21 20:11:02.112 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0db8e061-88b3-4347-9296-81f4fbd76a75 source=DB
2026-01-21 20:11:02.113 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1226dfbd-91a6-4b45-b392-f4c3f9a1dc28 source=DB
2026-01-21 20:11:02.113 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1a1b322a-ce44-40b1-88ea-2824396a7a79 source=DB
2026-01-21 20:11:02.113 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1cc5429f-ea1c-44a8-8823-a4028ba0abab source=DB
2026-01-21 20:11:02.114 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=24ab445b-351b-441e-b886-7e6b905c269b source=DB
2026-01-21 20:11:02.114 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=2bd87494-97ef-4670-bd15-1c8edc536f30 source=DB
2026-01-21 20:11:02.115 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=33b16e50-5c33-4fc8-b546-8c796895cf49 source=DB
2026-01-21 20:11:02.115 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=388bcc94-5e39-46bf-aaf2-4e3fcff6bf88 source=DB
2026-01-21 20:11:02.115 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a source=DB
2026-01-21 20:11:02.116 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=46d84fa8-6153-4a40-8fe2-bcc31c67ebf0 source=DB
2026-01-21 20:11:02.116 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=576fa9b1-08a4-42ee-9085-f7824c0a5ab2 source=DB
2026-01-21 20:11:02.117 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683 source=DB
2026-01-21 20:11:02.118 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=68a008cd-6b10-4e48-b036-e3d752230378 source=DB
2026-01-21 20:11:02.119 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=6ea7274b-5a33-4085-9a5a-b330ae666b49 source=DB
2026-01-21 20:11:02.119 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=73eb4dbc-b400-4220-95b5-76fecdc03d79 source=DB
2026-01-21 20:11:02.120 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=7bcf0556-b5ba-4df8-9196-1d24f45488c0 source=DB
2026-01-21 20:11:02.120 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=7c626af0-9464-4de1-9c3c-e940807fbe76 source=DB
2026-01-21 20:11:02.121 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=871a0bfe-570b-44ed-b7c4-ef60b2d18cf1 source=DB
2026-01-21 20:11:02.121 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=87a84161-6c82-4ca5-a8f7-5b466d179ef0 source=DB
2026-01-21 20:11:02.122 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=90e791d5-27d3-4330-b834-48510b7dea41 source=DB
2026-01-21 20:11:02.122 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=928bb134-16cf-4cb3-bc8e-cd70332ab789 source=DB
2026-01-21 20:11:02.123 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=9a0c37d7-50b9-462e-a551-dcdd782d8a5f source=DB
2026-01-21 20:11:02.123 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f source=DB
2026-01-21 20:11:02.124 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=9d6418ad-35b6-4d3b-b8b4-3d480954db28 source=DB
2026-01-21 20:11:02.125 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b source=DB
2026-01-21 20:11:02.126 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=a4de947c-3059-448e-ab5f-3d6d148f193b source=DB
2026-01-21 20:11:02.126 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=ab14eaea-2b0c-42fb-86ac-bfb2913095f0 source=DB
2026-01-21 20:11:02.127 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=aee5f433-686e-45bb-be6b-2160a9267cb2 source=DB
2026-01-21 20:11:02.129 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=b485290f-bc7c-4752-af1b-99edf8480ee6 source=DB
2026-01-21 20:11:02.130 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=b585adf9-d1e7-41be-ba0f-179581c84259 source=DB
2026-01-21 20:11:02.131 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=c912f8c0-40c6-4961-9251-a3330a288157 source=DB
2026-01-21 20:11:02.131 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=ce9a05aa-7780-4da8-a071-1039ff4b1e4f source=DB
2026-01-21 20:11:02.131 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=cf88b9ed-cc07-4a33-b099-5e4f9bd217a7 source=DB
2026-01-21 20:11:02.132 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=de7ec43b-f843-45ab-bb22-c92531b9d7c7 source=DB
2026-01-21 20:11:02.132 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=ee9d384e-62ad-4629-95ca-dac08774fe42 source=DB
2026-01-21 20:11:02.133 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=storeA source=DB
2026-01-21 20:11:02.133 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=0292f24b-55db-4522-99f9-43dbbb245246 mapped.id=0292f24b-55db-4522-99f9-43dbbb245246
2026-01-21 20:11:02.134 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=0a31f491-0902-4171-873b-f9895b87ca9f mapped.id=0a31f491-0902-4171-873b-f9895b87ca9f
2026-01-21 20:11:02.134 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=0b9b291e-a552-4561-a931-864ca0eaedbd mapped.id=0b9b291e-a552-4561-a931-864ca0eaedbd
2026-01-21 20:11:02.134 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=0db8e061-88b3-4347-9296-81f4fbd76a75 mapped.id=0db8e061-88b3-4347-9296-81f4fbd76a75
2026-01-21 20:11:02.135 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=1226dfbd-91a6-4b45-b392-f4c3f9a1dc28 mapped.id=1226dfbd-91a6-4b45-b392-f4c3f9a1dc28
2026-01-21 20:11:02.135 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=1a1b322a-ce44-40b1-88ea-2824396a7a79 mapped.id=1a1b322a-ce44-40b1-88ea-2824396a7a79
2026-01-21 20:11:02.136 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=1cc5429f-ea1c-44a8-8823-a4028ba0abab mapped.id=1cc5429f-ea1c-44a8-8823-a4028ba0abab
2026-01-21 20:11:02.136 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=24ab445b-351b-441e-b886-7e6b905c269b mapped.id=24ab445b-351b-441e-b886-7e6b905c269b
2026-01-21 20:11:02.136 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=2bd87494-97ef-4670-bd15-1c8edc536f30 mapped.id=2bd87494-97ef-4670-bd15-1c8edc536f30
2026-01-21 20:11:02.137 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=33b16e50-5c33-4fc8-b546-8c796895cf49 mapped.id=33b16e50-5c33-4fc8-b546-8c796895cf49
2026-01-21 20:11:02.138 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=388bcc94-5e39-46bf-aaf2-4e3fcff6bf88 mapped.id=388bcc94-5e39-46bf-aaf2-4e3fcff6bf88
2026-01-21 20:11:02.138 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a mapped.id=3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a
2026-01-21 20:11:02.139 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=46d84fa8-6153-4a40-8fe2-bcc31c67ebf0 mapped.id=46d84fa8-6153-4a40-8fe2-bcc31c67ebf0
2026-01-21 20:11:02.140 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=576fa9b1-08a4-42ee-9085-f7824c0a5ab2 mapped.id=576fa9b1-08a4-42ee-9085-f7824c0a5ab2
2026-01-21 20:11:02.141 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683 mapped.id=63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683
2026-01-21 20:11:02.142 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=68a008cd-6b10-4e48-b036-e3d752230378 mapped.id=68a008cd-6b10-4e48-b036-e3d752230378
2026-01-21 20:11:02.142 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=6ea7274b-5a33-4085-9a5a-b330ae666b49 mapped.id=6ea7274b-5a33-4085-9a5a-b330ae666b49
2026-01-21 20:11:02.143 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=73eb4dbc-b400-4220-95b5-76fecdc03d79 mapped.id=73eb4dbc-b400-4220-95b5-76fecdc03d79
2026-01-21 20:11:02.143 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=7bcf0556-b5ba-4df8-9196-1d24f45488c0 mapped.id=7bcf0556-b5ba-4df8-9196-1d24f45488c0
2026-01-21 20:11:02.144 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=7c626af0-9464-4de1-9c3c-e940807fbe76 mapped.id=7c626af0-9464-4de1-9c3c-e940807fbe76
2026-01-21 20:11:02.144 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=871a0bfe-570b-44ed-b7c4-ef60b2d18cf1 mapped.id=871a0bfe-570b-44ed-b7c4-ef60b2d18cf1
2026-01-21 20:11:02.144 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=87a84161-6c82-4ca5-a8f7-5b466d179ef0 mapped.id=87a84161-6c82-4ca5-a8f7-5b466d179ef0
2026-01-21 20:11:02.145 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=90e791d5-27d3-4330-b834-48510b7dea41 mapped.id=90e791d5-27d3-4330-b834-48510b7dea41
2026-01-21 20:11:02.145 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=928bb134-16cf-4cb3-bc8e-cd70332ab789 mapped.id=928bb134-16cf-4cb3-bc8e-cd70332ab789
2026-01-21 20:11:02.146 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=9a0c37d7-50b9-462e-a551-dcdd782d8a5f mapped.id=9a0c37d7-50b9-462e-a551-dcdd782d8a5f
2026-01-21 20:11:02.146 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f mapped.id=9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f
2026-01-21 20:11:02.147 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=9d6418ad-35b6-4d3b-b8b4-3d480954db28 mapped.id=9d6418ad-35b6-4d3b-b8b4-3d480954db28
2026-01-21 20:11:02.147 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b mapped.id=a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b
2026-01-21 20:11:02.148 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=a4de947c-3059-448e-ab5f-3d6d148f193b mapped.id=a4de947c-3059-448e-ab5f-3d6d148f193b
2026-01-21 20:11:02.148 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=ab14eaea-2b0c-42fb-86ac-bfb2913095f0 mapped.id=ab14eaea-2b0c-42fb-86ac-bfb2913095f0
2026-01-21 20:11:02.149 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=aee5f433-686e-45bb-be6b-2160a9267cb2 mapped.id=aee5f433-686e-45bb-be6b-2160a9267cb2
2026-01-21 20:11:02.150 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=b485290f-bc7c-4752-af1b-99edf8480ee6 mapped.id=b485290f-bc7c-4752-af1b-99edf8480ee6
2026-01-21 20:11:02.150 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=b585adf9-d1e7-41be-ba0f-179581c84259 mapped.id=b585adf9-d1e7-41be-ba0f-179581c84259
2026-01-21 20:11:02.151 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=c912f8c0-40c6-4961-9251-a3330a288157 mapped.id=c912f8c0-40c6-4961-9251-a3330a288157
2026-01-21 20:11:02.151 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=ce9a05aa-7780-4da8-a071-1039ff4b1e4f mapped.id=ce9a05aa-7780-4da8-a071-1039ff4b1e4f
2026-01-21 20:11:02.152 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=cf88b9ed-cc07-4a33-b099-5e4f9bd217a7 mapped.id=cf88b9ed-cc07-4a33-b099-5e4f9bd217a7
2026-01-21 20:11:02.152 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=de7ec43b-f843-45ab-bb22-c92531b9d7c7 mapped.id=de7ec43b-f843-45ab-bb22-c92531b9d7c7
2026-01-21 20:11:02.153 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=ee9d384e-62ad-4629-95ca-dac08774fe42 mapped.id=ee9d384e-62ad-4629-95ca-dac08774fe42
2026-01-21 20:11:02.153 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] com.bharatshop.service.StoreService - [PROOF][STORE_MAP] entity.id=storeA mapped.id=storeA
2026-01-21 20:11:02.154 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] c.b.web.CustomerStorefrontController - [PROOF][STORE_LIST] store.id=storeA tenant=tenantA source=DB
2026-01-21 20:11:02.154 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] c.b.web.CustomerStorefrontController - [PROOF][STORE_LIST] store.id=0292f24b-55db-4522-99f9-43dbbb245246 tenant=tenantA source=DB
2026-01-21 20:11:02.155 [1;31mERROR[0;39m [2ed9e09a-f2a0-4a51-b374-00b047d3d621] [http-nio-8080-exec-3] c.b.web.CustomerStorefrontController - [PROOF][STORE_LIST] store.id=0b9b291e-a552-4561-a931-864ca0eaedbd tenant=tenantA source=DB
